CreatedDate,Agency,ComplaintType
10-Jan,HPD,GENERAL CONSTRUCTION
10-Jan,HPD,HEATING
10-Jan,HPD,NONCONST
10-Aug,DEP,Air Quality
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,DOT,Street Sign - Damaged
10-Feb,DFTA,Housing Options
10-Feb,DHS,DHS Advantage - Tenant
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DOT,Street Condition
10-Feb,DOHMH,Rodent
10-Feb,DOT,Sidewalk Condition
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,NONCONST
10-Feb,HPD,NONCONST
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,DOB,General Construction/Plumbing
10-Feb,DOB,Elevator
10-Feb,TLC,Taxi Complaint
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,DOF,DOF Property - Owner Issue
10-Feb,DCA,Consumer Complaint
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Derelict Vehicle
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PAINT - PLASTER
10-Feb,DPR,New Tree Request
10-Feb,DPR,New Tree Request
10-Feb,NYPD,Noise - Residential
10-Feb,DOHMH,Rodent
10-Feb,NYPD,Noise - Residential
10-Feb,TLC,Taxi Complaint
10-Feb,DOT,Sidewalk Condition
10-Feb,NYPD,Noise - Residential
10-Feb,DOT,Street Condition
10-Feb,DOHMH,Rodent
10-Feb,DOF,SCRIE
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,NONCONST
10-Feb,HPD,NONCONST
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,HEATING
10-Feb,HPD,APPLIANCE
10-Feb,HPD,PLUMBING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PLUMBING
10-Feb,DOB,Building/Use
10-Feb,DOT,Street Light Condition
10-Feb,HPD,NONCONST
10-Feb,HPD,NONCONST
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DPR,Maintenance or Facility
10-Feb,NYPD,Noise - Residential
10-Feb,DOF,DOF Property - RPIE Issue
10-Feb,DOE,Discipline and Suspension
10-Sep,DEP,Noise
10-Feb,DCA,Consumer Complaint
10-Feb,HPD,ELECTRIC
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Sep,DSNY,Collection Truck Noise
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,ELECTRIC
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,ELECTRIC
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,ELECTRIC
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,ELECTRIC
10-Feb,HPD,ELECTRIC
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,DOHMH,Rodent
10-Feb,DOT,Sidewalk Condition
10-Feb,DOF,DOF Property - Owner Issue
10-Feb,NYPD,Noise - Residential
10-Feb,DFTA,Housing Options
10-Feb,HPD,HEATING
10-Feb,HPD,NONCONST
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,ELECTRIC
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DOB,General Construction/Plumbing
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,HEATING
10-Feb,DOHMH,Unleashed Dog
10-Feb,NYPD,Noise - Commercial
10-Feb,NYPD,Noise - Vehicle
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Vehicle
10-Feb,HPD,ELECTRIC
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,ELECTRIC
10-Feb,HPD,HEATING
10-Feb,HPD,ELECTRIC
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,DOB,General Construction/Plumbing
10-Feb,DOB,General Construction/Plumbing
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,TLC,Taxi Complaint
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,TLC,Taxi Complaint
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,APPLIANCE
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,NYPD,Noise - Street/Sidewalk
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,NYPD,Noise - Residential
10-Feb,TLC,Taxi Complaint
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,APPLIANCE
10-Feb,HPD,APPLIANCE
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,HEATING
10-Feb,DFTA,Elder Abuse
10-Feb,DOT,Sidewalk Condition
10-Feb,DCA,Consumer Complaint
10-Feb,DOF,DOF Property - Payment Issue
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,DPR,Maintenance or Facility
10-Feb,NYPD,Noise - Residential
10-Feb,DOHMH,Rodent
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,ELECTRIC
10-Feb,HPD,PLUMBING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Oct,DSNY,Missed Collection (All Materials)
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,NONCONST
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,HEATING
10-Feb,DOB,General Construction/Plumbing
10-Feb,DOB,Elevator
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DSNY,Graffiti
10-Feb,DSNY,Graffiti
10-Feb,DOF,DOF Property - City Rebate
17-Jul,DOB,General Construction/Plumbing
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Vending
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,DOT,Street Condition
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,NYPD,Noise - Residential
10-Feb,DOT,Street Condition
10-Feb,HPD,PLUMBING
10-Feb,HPD,ELECTRIC
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,NONCONST
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,NYPD,Noise - Commercial
10-Feb,DOHMH,Food Poisoning
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,NONCONST
10-Feb,HPD,NONCONST
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PLUMBING
10-Feb,DOB,Building/Use
10-Feb,DOB,Elevator
10-Feb,DOT,Sidewalk Condition
10-Feb,NYPD,Homeless Encampment
10-Feb,NYPD,Noise - Commercial
10-Feb,DOHMH,Rodent
10-Feb,DOT,Bus Stop Shelter Complaint
10-Feb,DHS,DHS Advantage - Tenant
10-Feb,HPD,HEATING
18-Sep,DSNY,Dirty Conditions
10-Feb,HPD,HEATING
10-Feb,DOB,Building/Use
10-Feb,DOT,Street Condition
10-Feb,NYPD,Noise - House of Worship
10-Feb,DOHMH,Rodent
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Blocked Driveway
10-Feb,DOHMH,Rodent
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,NONCONST
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,HEATING
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PLUMBING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DOB,Emergency Response Team (ERT)
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,HEATING
18-Sep,DSNY,Sanitation Condition
10-Feb,NYPD,Disorderly Youth
10-Feb,TLC,Taxi Complaint
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,NONCONST
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DOB,Building/Use
10-Feb,DOB,General Construction/Plumbing
10-Feb,DOB,Elevator
10-Feb,DOB,Elevator
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,DOHMH,Rodent
10-Feb,DOT,Sidewalk Condition
10-Feb,NYPD,Noise - Residential
10-Feb,DOF,SCRIE
10-Feb,TLC,Taxi Complaint
10-Feb,TLC,Taxi Complaint
10-Feb,DOT,Bus Stop Shelter Placement
10-Feb,HPD,NONCONST
10-Feb,HPD,NONCONST
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,NONCONST
10-Feb,HPD,NONCONST
17-Jul,DPR,Maintenance or Facility
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,APPLIANCE
10-Feb,HPD,APPLIANCE
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,DOB,Elevator
10-Feb,DOB,Elevator
10-Feb,DOB,General Construction/Plumbing
10-Feb,HPD,GENERAL CONSTRUCTION
10-Dec,DSNY,Missed Collection (All Materials)
10-Feb,NYPD,Noise - Residential
10-Feb,DOT,Sidewalk Condition
10-Feb,DPR,Damaged Tree
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
17-Jul,HPD,PLUMBING
10-Feb,DPR,Damaged Tree
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DOB,Elevator
10-Feb,DOB,Elevator
10-Feb,DOB,Elevator
10-Feb,DOB,Elevator
10-Feb,NYPD,Noise - Street/Sidewalk
10-Feb,NYPD,Noise - Street/Sidewalk
10-Feb,NYPD,Blocked Driveway
10-Feb,DOHMH,Food Poisoning
10-Feb,NYPD,Noise - Residential
17-Aug,DOF,DOF Property - Payment Issue
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,DOB,Emergency Response Team (ERT)
10-Feb,DOB,General Construction/Plumbing
10-Feb,NYPD,Noise - Residential
10-Feb,TLC,Taxi Complaint
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DOF,SCRIE
10-Feb,NYPD,Blocked Driveway
10-Feb,TLC,Taxi Complaint
10-Feb,NYPD,Noise - Residential
10-Feb,DOE,School Maintenance
10-Feb,DFTA,Housing Options
10-Feb,DFTA,Housing Options
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,APPLIANCE
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,APPLIANCE
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,APPLIANCE
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,ELECTRIC
10-Feb,HPD,PAINT - PLASTER
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,NONCONST
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DOB,General Construction/Plumbing
10-Feb,DOB,Special Projects Inspection Team (SPIT)
10-Feb,DOB,General Construction/Plumbing
10-Feb,DOB,General Construction/Plumbing
10-Feb,NYPD,Noise - Commercial
10-Feb,NYPD,Noise - Residential
11-Jan,DSNY,Snow
10-Feb,DPR,Maintenance or Facility
10-Feb,NYPD,Noise - Residential
10-Feb,DOHMH,Rodent
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,DPR,New Tree Request
10-Feb,HPD,ELECTRIC
10-Feb,HPD,HEATING
11-Feb,DSNY,Snow
10-Feb,HPD,ELECTRIC
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DOT,Street Light Condition
10-Feb,HPD,HEATING
10-Feb,HPD,ELECTRIC
11-Feb,DSNY,Dirty Conditions
11-Feb,DSNY,Dirty Conditions
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PLUMBING
10-Feb,HPD,NONCONST
10-Feb,HPD,NONCONST
10-Feb,HPD,NONCONST
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PLUMBING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,NONCONST
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,NONCONST
10-Mar,HPD,ELECTRIC
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,HEATING
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,DOB,General Construction/Plumbing
10-Mar,TLC,Taxi Complaint
10-Mar,DOITT,Public Payphone Complaint
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - House of Worship
10-Mar,NYPD,Noise - Street/Sidewalk
10-Mar,NYPD,Traffic/Illegal Parking
10-Mar,DOT,Street Sign - Damaged
10-Mar,NYPD,Traffic/Illegal Parking
10-Mar,DOHMH,Rodent
11-Mar,DSNY,Recycling Enforcement
10-Mar,HPD,HEATING
10-Mar,HPD,NONCONST
10-Mar,DOB,Elevator
10-Mar,DOF,SCRIE
10-Mar,DPR,New Tree Request
10-Mar,DPR,New Tree Request
10-Mar,DPR,New Tree Request
10-Mar,NYPD,Noise - Street/Sidewalk
10-Mar,DPR,New Tree Request
10-Mar,DOF,SCRIE
10-Mar,DPR,New Tree Request
10-Mar,DOF,DOF Property - Request Copy
10-Mar,HPD,HEATING
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,HEATING
10-Mar,HPD,HEATING
10-Mar,DOT,Street Condition
10-Mar,DOB,General Construction/Plumbing
10-Mar,DOB,General Construction/Plumbing
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Commercial
10-Mar,NYPD,Noise - Residential
10-Mar,HPD,HEATING
10-Mar,HPD,HEATING
10-Mar,HPD,HEATING
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,DOB,General Construction/Plumbing
10-Mar,DOB,Boilers
10-Mar,HPD,PLUMBING
10-Mar,DSNY,Graffiti
10-Mar,NYPD,Noise - Commercial
10-Mar,DOHMH,Rodent
10-Mar,DOT,Sidewalk Condition
10-Mar,NYPD,Noise - Residential
17-Jul,DOB,Building/Use
10-Mar,DOHMH,Rodent
10-Mar,DOHMH,Rodent
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,PLUMBING
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,PLUMBING
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,PAINT - PLASTER
10-Mar,DOT,Street Condition
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,HEATING
10-Mar,HPD,NONCONST
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,NYPD,Noise - Residential
17-Jul,DEP,Noise
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,NYPD,Noise - Commercial
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Vehicle
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,GENERAL CONSTRUCTION
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,PLUMBING
11-Jan,DSNY,Recycling Enforcement
10-Feb,HPD,HEATING
11-May,DSNY,Sanitation Condition
10-Feb,NYPD,Noise - Street/Sidewalk
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,DPR,Animal in a Park
10-Feb,DPR,Animal in a Park
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,DOHMH,Rodent
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Commercial
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Street/Sidewalk
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PLUMBING
10-Feb,HPD,HEATING
17-Jul,DEP,Lead
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,DOB,Building/Use
10-Feb,DPR,Animal in a Park
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,NYPD,Noise - Residential
10-Feb,NYPD,Noise - Residential
10-Feb,DCA,Consumer Complaint
10-Feb,NYPD,Traffic/Illegal Parking
10-Feb,DPR,Animal in a Park
10-Feb,NYPD,Blocked Driveway
10-Feb,NYPD,Noise - Residential
10-Feb,DPR,Animal in a Park
10-Mar,NYPD,Noise - Vehicle
10-Feb,DCA,Consumer Complaint
10-Feb,NYPD,Noise - Vehicle
10-Feb,HPD,HEATING
10-Feb,HPD,HEATING
10-Feb,HPD,PAINT - PLASTER
10-Mar,DPR,Animal in a Park
10-Mar,TLC,Taxi Complaint
10-Mar,TLC,Taxi Complaint
10-Mar,DHS,DHS Advantage - Tenant
10-Mar,DOHMH,Rodent
10-Mar,NYPD,Noise - Residential
10-Mar,HPD,PLUMBING
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,PLUMBING
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,HEATING
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,ELECTRIC
10-Mar,HPD,HEATING
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,NONCONST
10-Mar,HPD,PAINT - PLASTER
10-Mar,HPD,APPLIANCE
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,PLUMBING
10-Mar,HPD,PLUMBING
10-Mar,HPD,HEATING
11-Jan,DSNY,Snow
10-Mar,HPD,HEATING
10-Mar,HPD,GENERAL CONSTRUCTION
10-Mar,HPD,PAINT - PLASTER
10-Mar,DOB,General Construction/Plumbing
10-Mar,DOT,Street Condition
10-Mar,DPR,Animal in a Park
10-Mar,NYPD,Noise - Street/Sidewalk
10-Mar,NYPD,Noise - Street/Sidewalk
10-Mar,DPR,Animal in a Park
10-Mar,NYPD,Noise - Vehicle
10-Mar,NYPD,Noise - Commercial
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Homeless Encampment
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Traffic/Illegal Parking
10-Mar,HPD,HEATING
10-Mar,DOT,Traffic Signal Condition
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Vehicle
10-Mar,NYPD,Noise - Commercial
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Street/Sidewalk
10-Mar,DPR,New Tree Request
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,DOF,SCRIE
10-Mar,NYPD,Noise - Residential
10-Mar,DOHMH,Food Establishment
10-Mar,DFTA,Elder Abuse
10-Mar,NYPD,Vending
10-Mar,DSNY,Graffiti
10-Mar,DOB,Elevator
10-Mar,DOB,General Construction/Plumbing
10-Mar,DOB,General Construction/Plumbing
10-Mar,DOT,Street Light Condition
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,HPD,PLUMBING
10-Mar,HPD,PLUMBING
10-Mar,HPD,NONCONST
10-Mar,HPD,NONCONST
10-Mar,HPD,NONCONST
10-Mar,HPD,PLUMBING
10-Mar,DOT,Street Condition
10-Mar,HPD,HEATING
10-Mar,DOB,Plumbing
10-Mar,DOT,Street Light Condition
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
10-Mar,NYPD,Noise - Residential
